day_of_week,driver_age,driver_sex,educational_level,driving_experience,vehicle_type,vehicle_owner,service_year,accident_area,lanes,road_allignment,junction_type,surface_type,road_surface_conditions,light_condition,weather_condition,collision_type,vehicles_involved,casualties,vehicle_movement,casualty_class,casualty_sex,casualty_age,casualty_severity,pedestrian_movement,accident_cause,hour,minute
6,2,2,5,1,1,4,6,8,5,6,1,1,1,4,3,3,2,1,4,4,3,6,4,6,12,8,29
6,1,2,2,3,1,4,6,3,3,6,1,1,4,1,1,9,2,2,3,1,2,5,3,6,3,21,52
4,3,2,2,3,8,4,6,3,3,6,1,1,1,1,3,9,2,2,8,2,2,3,3,6,14,21,11
5,2,2,5,2,9,2,6,8,7,6,8,1,1,4,3,9,2,1,3,3,1,2,2,7,4,15,21
6,2,2,2,4,1,4,2,7,3,6,8,1,1,4,3,4,3,3,3,4,3,6,4,6,4,14,44
1,2,2,2,3,6,4,6,8,3,6,2,1,1,1,3,9,4,3,3,1,1,4,3,6,2,17,23
5,1,2,3,1,15,4,6,7,7,6,1,1,1,1,3,9,2,2,4,1,2,2,3,6,1,21,31
7,1,2,5,1,1,4,6,10,3,6,4,1,4,1,5,9,2,1,3,4,3,6,4,6,13,18,36
7,1,2,5,3,6,4,6,7,3,4,8,1,1,4,3,9,2,1,4,3,2,4,3,2,1,15,24
3,2,2,3,4,5,1,6,13,1,6,2,1,1,4,3,2,2,1,3,4,3,6,4,6,2,17,6
1,1,2,5,3,1,4,6,10,5,6,2,1,4,1,3,9,2,1,3,1,2,2,3,6,4,7,11
5,4,2,3,2,1,2,4,8,3,6,8,1,1,4,3,9,2,2,5,4,3,6,4,6,1,9,39
1,2,2,2,2,1,4,6,8,7,6,1,1,1,4,3,9,2,1,11,3,1,4,3,7,11,11,41
5,1,2,5,3,1,4,6,8,5,6,1,1,1,4,3,9,3,1,12,4,3,6,4,6,11,15,5
3,3,2,2,3,1,4,6,13,3,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,17,15,13
3,5,2,5,4,1,4,1,8,5,6,8,1,1,4,3,9,2,2,3,2,1,2,3,6,13,18,8
5,1,2,5,1,11,4,6,5,3,6,8,1,4,3,5,9,1,1,3,3,1,1,3,6,4,24,36
6,2,2,5,2,14,4,6,7,2,6,1,1,4,4,5,9,2,1,3,1,2,1,3,6,5,7,47
3,2,2,3,2,14,4,6,7,5,6,8,1,1,3,7,9,2,2,3,1,1,1,3,6,2,19,36
5,1,2,5,3,9,4,6,8,5,6,1,1,4,4,9,9,1,1,5,2,2,4,3,6,2,12,16
1,1,2,5,3,1,4,2,7,3,8,2,1,1,4,3,2,1,1,3,4,3,6,4,6,1,20,1
5,3,2,3,1,1,4,4,10,3,6,8,1,4,1,3,7,2,2,3,1,2,1,3,6,1,21,21
5,2,2,5,5,10,4,2,11,5,2,1,1,1,4,3,2,2,1,3,1,2,2,3,6,1,18,7
6,2,2,3,3,9,4,6,8,2,6,6,1,1,4,3,9,2,2,3,2,2,5,2,6,4,9,3
1,1,2,5,4,1,4,6,8,3,6,1,1,1,4,3,2,2,1,3,1,1,4,3,6,1,19,51
7,2,2,2,2,5,4,6,7,5,6,6,1,4,4,5,9,2,2,9,4,3,6,4,6,18,8,42
5,2,2,6,4,4,4,6,8,5,6,8,1,1,4,3,9,2,1,10,1,2,2,3,6,13,16,1
4,1,2,5,3,7,4,6,7,5,6,8,1,4,1,5,9,1,1,5,4,3,6,4,6,11,19,33
4,2,2,5,3,1,4,4,7,3,6,1,1,1,4,3,9,3,3,8,3,1,1,3,2,13,15,46
1,1,2,3,2,8,4,6,8,3,6,1,1,1,1,3,9,2,3,3,1,2,2,3,6,11,24,19
4,2,2,5,3,1,2,4,6,5,6,8,1,1,4,3,9,1,1,4,1,2,5,3,6,19,16,21
6,4,2,5,2,9,4,6,8,3,6,8,1,1,4,3,2,2,1,1,1,1,3,3,6,11,9,21
5,5,2,5,3,9,4,3,7,3,6,8,1,1,1,3,9,2,2,10,3,1,4,3,2,13,19,31
4,2,2,5,5,1,4,4,10,3,6,2,1,1,4,3,9,2,1,3,1,2,2,3,6,2,21,2
7,1,2,5,2,1,4,4,8,3,6,8,1,1,4,3,9,2,2,3,1,2,1,3,6,1,18,41
6,3,2,5,4,1,4,4,8,2,4,8,1,1,4,3,1,1,1,3,1,2,2,3,6,14,9,1
1,1,2,2,1,1,1,6,8,1,6,1,1,1,1,3,2,2,1,3,4,3,6,4,6,11,23,1
7,1,2,5,5,1,4,2,10,2,6,8,1,1,4,3,9,2,2,3,4,3,6,4,6,13,19,26
1,2,2,5,2,1,4,6,8,3,6,8,1,1,1,3,3,2,1,3,1,2,2,3,6,4,19,47
5,5,2,5,5,15,4,6,7,5,6,8,1,1,4,3,9,2,1,4,1,2,1,3,6,2,7,41
7,3,2,5,3,6,4,6,8,5,6,2,1,1,1,3,3,2,1,3,4,3,6,4,6,16,7,47
5,5,2,5,4,1,4,6,10,1,6,2,1,1,4,3,3,2,1,8,4,3,6,4,6,4,19,1
1,1,2,5,4,1,1,6,8,3,6,4,1,1,4,3,9,2,1,8,1,2,5,3,6,2,14,7
4,2,2,5,3,1,1,6,10,7,6,2,1,1,4,8,9,2,1,3,4,3,6,4,6,6,19,11
1,2,2,3,5,6,4,6,2,5,6,8,1,1,1,3,7,2,4,3,4,3,6,4,6,2,19,41
2,3,2,5,3,1,4,6,8,5,8,8,1,1,4,8,9,3,4,3,1,2,3,3,6,18,16,9
7,5,1,2,5,15,1,5,10,3,6,4,1,1,4,3,9,2,1,3,1,2,2,3,6,13,17,21
3,1,2,5,5,6,4,6,10,5,6,8,5,1,1,3,9,2,1,5,1,2,1,2,6,1,17,51
7,2,2,2,5,15,4,4,8,3,6,2,1,1,4,3,9,2,1,3,1,2,1,3,6,17,7,10
6,1,2,5,2,11,4,2,7,3,6,8,1,1,4,8,9,2,3,4,3,2,1,3,7,2,17,26
3,2,2,5,2,1,4,6,3,5,6,2,1,1,1,3,3,2,3,3,1,2,2,3,6,12,23,5
4,1,2,5,3,1,4,1,8,5,6,1,1,1,4,3,9,2,2,8,1,2,1,3,6,11,18,22
7,5,2,2,3,8,4,2,8,5,6,2,1,1,4,3,3,2,4,3,1,1,1,3,6,11,16,1
6,5,2,3,4,6,1,4,10,7,6,1,1,1,4,3,9,2,1,3,4,3,6,4,6,1,8,31
2,5,2,5,4,6,4,4,7,5,6,1,1,1,4,3,9,2,1,5,3,1,1,2,1,2,15,31
1,1,2,5,2,1,1,4,10,7,6,8,1,1,4,3,9,2,1,11,4,3,6,4,6,13,18,21
2,2,2,5,3,1,4,2,10,7,6,2,1,4,4,3,9,1,1,3,4,3,6,4,6,11,16,28
6,1,2,5,1,9,4,6,7,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,11,19,6
6,2,2,5,2,6,4,4,3,7,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,12,16,36
2,3,2,5,2,11,4,6,7,3,6,1,1,1,1,3,3,2,1,3,1,1,2,3,6,2,24,6
4,2,2,5,2,1,4,6,8,3,6,1,1,1,3,3,9,2,2,5,1,2,5,3,6,2,20,21
1,2,2,5,4,12,4,6,3,3,6,1,1,1,4,3,9,2,1,10,1,2,2,3,6,11,9,8
3,1,2,5,2,6,4,6,8,7,6,2,1,4,4,5,9,2,1,10,4,3,6,4,6,13,15,41
1,1,2,5,3,6,4,6,8,3,6,8,1,1,4,3,9,2,2,10,1,2,2,3,6,1,7,11
5,1,2,5,3,1,4,6,7,5,6,8,1,1,4,3,2,2,1,3,4,3,6,4,6,1,8,36
3,1,2,5,4,6,4,6,7,5,6,6,1,4,1,5,9,2,1,3,4,3,6,4,6,11,1,51
3,1,2,5,4,1,4,2,10,5,6,8,1,4,4,5,9,2,1,10,4,3,6,4,6,11,14,16
3,2,2,5,3,1,4,6,7,3,6,8,1,1,4,3,9,2,1,5,1,2,1,3,6,2,7,51
5,2,2,5,2,9,4,4,7,3,6,2,1,4,1,5,9,1,2,8,3,1,5,3,6,4,22,6
1,2,2,5,2,4,4,3,3,7,6,8,1,4,4,5,9,2,1,3,1,2,1,3,6,1,10,1
2,1,2,2,2,4,4,6,7,3,6,1,3,4,1,1,9,3,2,3,2,2,5,3,6,2,21,16
2,3,2,2,2,1,4,6,3,3,6,6,1,1,4,3,9,2,2,8,4,3,6,4,6,11,10,46
3,1,2,5,3,6,2,4,4,3,6,1,5,1,4,3,7,2,2,3,1,2,1,3,6,11,19,54
5,1,2,3,2,6,4,6,7,3,6,8,1,1,1,3,2,2,1,3,3,2,2,2,6,18,3,60
4,1,2,3,4,1,4,2,3,5,6,4,1,4,1,9,9,2,1,3,1,2,1,3,6,11,6,41
1,2,2,5,3,1,4,2,13,5,6,8,1,1,4,3,9,2,2,3,3,2,5,2,7,11,12,16
7,2,2,5,2,1,4,2,10,7,6,1,1,1,4,3,9,2,1,3,1,1,5,3,6,4,11,36
4,1,2,5,3,6,4,6,10,3,6,2,1,4,4,3,9,1,1,3,3,2,2,3,6,11,16,41
6,1,2,5,5,8,1,6,7,2,6,8,1,4,1,3,9,2,1,3,4,3,6,4,6,11,6,50
3,2,2,5,4,6,4,5,7,5,6,8,1,1,1,3,3,2,1,3,4,3,6,4,6,19,7,3
7,2,2,5,4,15,4,6,10,2,6,8,4,1,4,3,7,2,1,5,4,3,6,4,6,2,9,15
7,4,2,5,3,1,4,6,5,7,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,2,19,21
5,1,2,5,1,6,4,6,8,7,6,4,1,1,4,3,9,2,1,3,3,2,4,3,2,13,8,19
6,1,2,2,2,7,4,6,10,1,6,2,1,1,4,3,9,2,1,3,2,1,1,3,6,13,11,21
7,2,2,3,2,16,1,2,8,7,6,2,1,1,4,3,9,2,2,3,1,2,2,3,6,3,16,21
2,1,2,5,1,1,4,6,2,2,7,8,1,1,4,3,9,1,1,3,1,1,1,3,6,11,16,21
3,3,2,2,4,9,4,1,8,5,6,2,1,1,1,3,3,3,3,2,1,2,2,3,6,2,1,11
1,2,2,3,4,1,4,6,7,5,6,2,1,4,4,7,3,2,1,8,4,3,6,4,6,1,8,51
7,1,2,5,3,5,4,5,3,7,6,1,1,1,4,3,3,2,1,3,1,2,2,3,6,2,9,1
4,1,2,5,3,15,4,6,7,3,7,2,1,4,1,5,9,1,3,3,4,3,6,4,6,11,6,3
7,2,2,5,2,10,4,1,8,1,6,2,1,1,4,3,9,2,3,3,4,3,6,4,6,10,19,13
5,1,2,5,3,10,1,4,8,3,6,2,1,1,4,3,9,2,4,3,4,3,6,4,6,5,19,30
3,1,2,5,2,1,4,4,8,3,6,1,1,1,1,3,9,2,1,3,1,2,1,3,6,1,18,51
2,2,2,5,2,8,4,2,10,1,6,8,1,4,4,5,9,2,1,3,2,1,1,3,6,19,11,41
6,5,2,5,1,4,4,1,7,3,6,8,1,4,4,4,9,2,1,8,2,2,2,3,6,11,15,21
6,1,2,5,3,9,4,6,3,3,6,2,1,1,3,3,9,2,3,5,1,2,1,3,6,1,20,49
7,1,2,5,2,11,4,4,6,3,8,8,1,1,4,3,9,3,3,8,1,2,1,3,6,15,9,30
2,3,2,5,3,10,4,6,8,3,6,2,1,4,1,3,9,2,2,3,4,3,6,4,6,10,17,51
7,5,2,5,3,8,4,3,8,3,6,2,1,1,4,8,9,2,1,3,1,2,4,3,6,3,12,56
4,3,2,2,3,1,4,2,7,5,6,8,1,1,4,3,9,3,3,3,1,2,1,3,6,4,14,56
5,5,2,5,1,7,4,1,4,5,6,8,1,1,1,3,3,3,2,3,4,3,6,4,6,6,21,21
5,2,2,5,3,12,1,6,8,3,6,1,1,1,1,3,9,2,1,3,3,1,5,3,6,11,22,44
5,5,1,5,2,1,1,1,10,5,6,8,1,1,1,8,9,1,1,3,3,2,4,2,8,1,22,7
4,2,2,5,4,15,4,6,8,3,6,1,3,4,4,3,9,1,1,3,1,1,4,3,6,13,9,31
7,5,2,2,2,1,4,6,8,3,6,3,1,1,4,3,9,1,1,3,4,3,6,4,6,2,13,54
5,1,2,5,3,13,1,5,10,5,6,8,1,1,1,3,3,1,3,1,1,2,3,3,6,13,8,1
6,2,2,5,4,9,4,6,2,2,6,2,1,1,4,3,9,2,3,3,1,2,1,3,6,10,9,16
2,3,2,2,1,10,4,6,5,3,6,8,1,1,2,3,9,3,1,10,4,3,6,4,6,14,21,1
3,5,2,2,4,6,4,6,10,7,6,2,1,4,1,4,3,2,1,4,1,1,1,3,6,10,5,1
1,5,2,5,3,6,4,4,3,3,5,1,4,1,4,3,3,2,1,3,1,2,1,3,6,2,8,47
1,2,2,2,2,10,4,3,8,1,6,4,1,1,4,3,2,2,1,3,4,3,6,4,6,13,20,29
1,2,2,5,2,6,4,1,7,5,6,4,1,4,1,3,2,2,2,3,4,3,6,4,6,7,18,28
5,2,2,2,3,9,4,4,7,3,6,1,1,4,1,3,3,3,2,5,1,2,1,3,6,2,21,21
1,2,2,5,2,6,4,6,3,3,6,1,1,1,1,3,9,2,1,3,1,2,2,3,6,2,18,56
2,3,2,5,3,1,4,6,7,5,6,8,5,1,4,3,9,2,2,3,4,3,6,4,6,11,15,50
7,2,2,1,4,1,4,3,8,5,6,8,1,1,4,3,9,2,1,4,2,1,5,3,6,4,13,45
2,5,1,5,4,1,4,6,8,3,6,2,1,1,4,3,9,3,1,3,4,3,6,4,6,10,7,16
5,2,2,5,3,1,4,6,7,5,6,8,1,1,4,3,9,2,1,3,1,2,5,2,6,11,11,14
2,1,2,2,3,6,4,6,7,2,6,2,1,1,4,3,9,1,2,3,4,3,6,4,6,2,17,31
2,5,1,2,2,1,4,2,8,5,6,8,1,4,1,3,9,2,1,2,3,1,4,2,6,4,2,50
5,1,2,5,3,1,4,6,8,7,6,8,1,4,4,5,9,2,1,5,4,3,6,4,6,11,15,31
2,1,2,5,2,7,2,6,2,3,6,2,1,4,1,6,2,2,2,8,4,3,6,4,6,11,4,56
3,1,2,2,3,1,4,6,3,5,6,2,1,1,1,4,9,2,2,3,1,1,1,3,6,2,22,36
4,1,2,5,3,7,4,4,7,7,8,1,3,1,4,3,9,1,1,2,1,2,1,3,6,10,19,11
7,2,2,2,3,10,1,6,10,3,6,1,1,4,1,3,9,2,1,3,1,2,1,3,6,2,14,17
2,2,2,3,4,1,2,3,7,3,2,1,1,1,1,3,9,2,1,3,1,2,2,3,6,1,1,52
5,2,2,5,5,6,1,5,2,3,6,4,1,1,4,3,9,2,1,3,4,3,6,4,6,1,17,25
4,2,2,2,4,8,1,6,8,4,6,2,1,4,4,5,9,2,2,3,4,3,6,4,6,12,16,1
1,5,2,2,2,8,1,2,8,3,6,1,1,4,4,4,9,2,1,3,4,3,6,4,6,6,19,1
5,2,2,3,3,6,4,6,10,5,6,8,1,4,1,3,9,2,1,3,1,2,2,2,6,11,22,6
3,4,2,2,3,15,4,4,8,7,6,8,1,1,4,3,9,3,2,3,4,3,6,4,6,11,17,31
1,2,2,5,5,7,4,6,7,3,6,8,1,1,4,3,9,1,1,5,3,1,1,3,6,4,17,1
3,1,2,5,3,8,2,2,8,5,6,1,1,4,4,5,9,2,2,5,4,3,6,4,6,4,13,31
2,2,2,5,3,1,4,2,8,2,6,8,1,4,4,3,9,2,1,3,1,2,2,3,6,17,10,1
3,1,2,5,1,1,4,6,7,3,6,8,1,4,4,3,3,1,1,3,4,3,6,4,6,11,14,30
3,1,2,5,3,1,4,6,8,3,6,8,1,4,1,5,2,1,1,3,4,3,6,4,6,6,22,1
5,4,2,5,4,11,4,6,7,3,6,8,1,1,4,3,3,2,2,3,3,1,2,3,2,2,16,40
7,2,2,5,2,6,4,4,8,5,6,8,1,1,4,3,9,2,2,3,3,1,2,3,6,10,9,46
6,2,2,5,3,6,4,4,8,5,6,2,3,1,4,3,3,2,1,3,4,3,6,4,6,4,18,22
5,1,2,5,3,12,4,6,8,1,6,8,4,1,1,3,3,2,1,3,4,3,6,4,6,4,23,6
1,2,2,2,5,10,4,1,7,5,1,8,1,1,4,3,9,2,1,10,1,2,1,3,6,11,15,1
5,1,2,5,1,16,4,2,8,5,6,2,1,4,4,3,9,2,3,9,1,2,1,3,6,11,20,31
3,1,2,3,1,1,4,4,8,7,6,1,1,4,1,3,2,2,1,13,1,1,2,3,6,13,20,3
1,2,2,5,3,10,4,6,7,3,6,2,1,1,4,8,3,2,1,3,1,2,2,3,6,13,16,21
1,1,2,5,2,1,4,2,2,5,6,8,1,4,4,3,9,3,4,3,1,1,1,3,6,11,19,31
1,5,1,2,1,1,4,6,7,5,6,8,1,1,4,8,9,2,1,3,1,2,1,3,6,2,19,41
7,5,1,5,1,6,1,6,13,1,6,8,1,1,1,3,9,1,1,3,4,3,6,4,6,6,18,54
7,2,2,5,1,1,4,2,8,3,7,8,1,1,1,3,7,2,1,3,4,3,6,4,6,12,20,1
3,1,2,5,2,1,4,1,7,3,6,8,1,1,4,3,9,2,3,3,3,2,5,3,6,2,10,41
1,1,2,5,4,1,4,6,7,7,6,8,1,1,1,3,3,1,1,10,1,2,5,3,6,11,10,6
3,3,2,5,1,15,4,2,8,5,6,1,1,1,4,3,2,2,1,3,1,2,1,2,6,1,12,41
6,5,2,5,2,6,4,1,8,5,6,8,1,4,4,3,9,2,1,2,1,2,1,3,6,13,11,1
6,5,2,3,1,11,4,6,8,2,6,8,1,1,4,3,9,2,1,2,1,2,5,3,6,11,18,1
5,1,2,5,4,10,1,6,8,5,6,2,1,1,4,3,2,1,1,3,4,3,6,4,6,11,9,56
2,3,2,5,4,1,1,6,7,3,6,8,1,4,4,3,9,2,3,3,4,3,6,4,6,4,13,16
7,1,2,4,2,1,4,6,10,5,6,2,1,1,4,3,9,3,1,8,3,2,5,2,7,11,17,31
6,5,2,5,3,9,4,2,8,5,6,8,1,4,1,5,3,1,4,3,4,3,6,4,6,17,10,26
5,4,2,4,7,9,4,6,10,5,6,8,1,1,1,3,9,2,1,3,1,1,3,3,6,12,18,1
2,2,2,5,5,1,4,2,7,5,8,2,1,4,1,5,9,2,1,3,1,2,4,3,6,11,22,1
4,2,2,2,3,6,4,4,7,5,6,8,1,1,4,3,9,1,1,3,3,1,2,3,1,10,19,1
4,5,2,5,4,9,4,6,3,5,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,2,19,45
2,2,2,5,2,6,4,6,10,5,6,8,1,1,4,3,3,2,6,3,4,3,6,4,6,2,11,28
7,2,2,5,4,6,4,6,3,5,6,2,1,4,1,3,9,2,1,3,1,2,5,3,6,1,21,6
1,2,2,5,3,1,4,6,8,3,6,2,1,4,4,5,9,2,1,3,1,2,2,3,6,2,11,31
7,5,2,5,4,10,4,3,10,2,6,6,1,1,4,3,9,2,1,2,1,2,5,3,6,11,18,31
3,4,2,2,4,15,4,4,8,5,6,2,1,4,1,4,9,2,1,4,4,3,6,4,6,4,2,1
5,1,2,2,3,11,1,3,8,5,6,8,1,1,1,3,9,1,1,3,3,1,1,3,2,11,20,41
7,2,2,5,3,4,4,6,8,7,6,4,1,1,4,3,3,2,1,3,3,2,1,3,6,4,20,16
2,5,2,5,3,1,4,4,5,5,6,2,4,1,4,3,9,2,1,3,4,3,6,4,6,2,7,56
7,3,2,5,1,7,4,6,10,2,6,8,1,1,4,3,9,3,1,3,3,1,1,3,6,4,17,6
7,4,2,5,4,6,4,6,5,5,6,1,1,4,4,3,2,1,1,3,4,3,6,4,6,2,17,3
1,4,2,2,3,1,4,1,8,7,4,2,1,1,4,3,9,2,1,8,4,3,6,4,6,11,18,37
7,2,2,5,3,6,4,4,3,7,6,8,1,4,1,5,9,2,6,3,3,1,5,3,1,11,20,9
4,2,2,2,2,1,4,4,7,5,6,2,1,4,2,5,9,2,1,3,4,3,6,4,6,14,1,51
6,1,2,5,3,10,1,3,8,5,6,8,1,4,4,3,9,3,1,3,1,2,1,3,6,18,10,1
2,2,2,2,1,5,4,6,7,4,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,12,20,41
4,2,2,1,3,6,4,6,7,1,6,8,1,1,4,3,9,2,1,5,4,3,6,4,6,5,15,19
2,2,2,5,3,1,4,4,5,3,6,4,1,1,1,3,9,2,1,3,4,3,6,4,6,11,20,31
7,2,2,5,3,15,4,6,7,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,11,18,1
2,2,2,5,3,1,4,6,7,3,6,8,1,4,4,5,3,2,1,3,1,2,2,3,6,1,15,12
1,1,2,5,3,1,4,6,7,3,6,2,1,1,4,3,2,1,2,3,3,1,5,2,1,13,16,31
7,1,2,5,4,8,4,2,13,5,7,8,1,1,4,3,2,2,2,3,1,2,2,3,6,11,17,1
4,1,2,3,3,11,4,4,8,5,6,8,1,1,4,3,9,3,3,3,4,3,6,4,6,4,14,56
4,3,2,5,2,3,4,6,7,5,6,8,1,1,4,3,3,3,2,8,1,2,5,3,6,11,14,41
6,2,2,5,2,6,4,6,7,3,6,5,1,1,1,3,9,2,1,3,1,1,1,2,6,11,23,31
1,2,2,2,3,1,4,6,6,3,1,8,1,1,4,3,2,2,1,3,4,3,6,4,6,1,12,21
6,4,2,1,3,10,4,2,13,5,6,8,1,4,1,1,9,2,1,4,1,2,1,3,6,10,12,31
1,5,2,3,2,10,4,6,7,3,6,1,5,1,1,3,9,3,2,3,1,2,2,3,6,4,20,58
5,2,2,5,4,11,4,6,3,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,6,9,11
2,1,2,5,2,17,4,6,8,3,6,2,3,1,4,3,9,2,1,5,4,3,6,4,6,2,9,16
7,1,2,2,3,9,4,4,10,5,6,8,1,4,1,5,9,2,1,3,1,2,2,2,6,10,21,31
5,5,2,5,4,6,4,6,7,2,7,2,5,1,4,3,9,2,1,13,3,1,5,3,6,14,9,41
4,2,2,5,2,15,4,4,8,5,6,8,1,1,4,3,9,2,1,4,4,3,6,4,6,11,21,2
4,2,2,3,4,6,4,6,8,5,6,2,1,1,1,3,9,2,2,3,2,1,5,3,6,4,21,17
1,1,2,6,4,8,2,6,8,1,6,2,1,1,4,3,9,2,1,3,1,2,1,3,6,2,19,41
6,3,2,5,3,1,4,6,8,5,8,8,1,1,4,3,7,2,1,3,3,2,2,3,3,2,16,11
1,2,2,6,4,8,4,2,1,5,6,8,3,1,4,3,9,2,1,1,2,1,4,3,6,11,15,1
2,2,2,3,3,5,4,2,7,1,6,2,1,4,4,3,3,2,3,3,4,3,6,4,6,11,17,21
7,5,1,5,2,1,4,6,6,5,6,1,1,4,1,3,9,2,1,4,1,2,2,3,6,11,23,21
3,1,2,2,4,1,4,3,3,6,8,1,1,1,4,3,9,2,1,3,1,2,3,3,6,11,15,53
1,1,2,2,3,9,4,2,8,1,7,8,1,1,4,3,1,2,1,3,4,3,6,4,6,13,9,21
1,2,2,3,4,11,2,4,6,5,6,2,1,1,1,3,9,1,1,9,3,2,2,3,2,2,20,51
2,4,2,5,5,1,4,6,7,4,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,2,9,29
3,2,2,5,5,4,4,3,10,2,6,2,1,1,1,3,9,2,2,3,2,1,5,3,6,13,5,6
6,2,2,5,3,1,4,4,7,3,6,8,1,4,1,5,9,2,2,3,4,3,6,4,6,14,16,36
4,2,2,5,5,1,4,4,3,3,6,8,1,1,4,3,9,2,1,3,3,1,5,3,1,10,10,33
7,2,2,2,5,16,4,3,10,2,6,2,1,1,4,3,9,2,1,3,3,2,2,3,7,1,22,13
1,1,2,2,1,14,1,1,8,1,6,8,3,4,4,3,9,1,1,8,2,1,1,3,6,11,16,46
1,1,2,5,4,6,4,6,6,7,6,2,1,4,1,5,9,1,1,3,4,3,6,4,6,4,1,36
7,3,2,7,5,14,4,6,7,3,6,8,1,1,4,3,9,2,2,8,2,1,2,3,6,13,20,31
4,1,2,2,3,11,4,6,8,5,6,8,1,1,4,3,9,2,1,3,1,2,2,3,6,6,12,57
6,5,2,5,4,1,4,6,8,3,6,2,1,1,4,8,9,1,1,3,4,3,6,4,6,11,18,16
7,5,2,5,5,10,4,3,8,5,6,2,1,1,4,3,9,2,1,3,3,2,3,2,6,10,19,40
5,4,2,5,5,8,4,4,10,7,6,2,1,1,4,3,9,4,1,3,2,2,4,3,6,4,15,11
4,3,2,2,3,1,4,6,8,3,6,3,1,1,1,3,9,1,1,3,3,2,2,3,6,11,20,59
5,2,2,6,5,8,4,6,7,7,6,6,1,1,4,3,2,2,1,3,4,3,6,4,6,11,8,47
7,5,2,5,3,1,4,2,8,3,6,8,1,1,1,3,9,3,1,3,4,3,6,4,6,1,22,46
1,1,2,5,1,10,4,6,8,5,6,2,1,1,4,3,9,3,1,10,4,3,6,4,6,1,9,21
4,4,3,5,4,6,4,3,5,5,6,2,1,1,1,3,3,2,1,10,4,3,6,4,6,10,24,6
1,2,2,5,3,12,4,4,8,3,6,2,1,4,4,4,9,2,2,3,1,2,2,3,6,3,16,31
1,4,2,5,3,1,4,6,8,3,6,4,1,1,4,3,3,3,3,3,4,3,6,4,6,1,18,15
5,2,2,5,3,9,4,2,10,3,2,1,1,1,4,3,9,2,1,8,3,1,4,3,2,1,18,12
3,2,2,5,1,1,4,6,7,7,6,2,1,1,1,3,9,2,1,3,4,3,6,4,6,8,19,36
3,2,2,1,3,15,4,6,10,1,6,1,1,1,4,3,2,2,2,3,3,1,2,2,6,11,13,1
7,5,2,2,3,11,4,6,8,3,6,2,1,4,4,5,3,2,1,4,4,3,6,4,6,11,16,6
1,1,2,5,5,10,4,6,7,3,6,3,1,4,1,5,9,2,1,3,4,3,6,4,6,1,23,40
1,2,2,5,1,1,4,4,8,5,6,8,1,4,4,5,2,2,1,3,3,1,5,3,6,1,8,29
4,3,2,5,1,1,4,6,3,3,6,1,1,1,4,3,3,2,1,3,1,2,1,3,6,11,10,46
2,2,2,5,1,1,1,6,7,3,6,2,1,1,4,3,3,2,1,3,1,1,2,3,6,11,9,4
6,1,2,5,1,1,4,6,13,5,6,1,1,1,4,3,9,3,2,5,4,3,6,4,6,8,16,31
2,1,3,5,1,6,4,1,7,1,6,1,1,1,4,3,3,2,1,3,3,2,5,3,7,2,18,11
7,2,2,5,1,9,4,4,8,5,6,2,1,1,4,3,3,3,3,8,3,1,4,3,2,1,11,39
3,1,2,5,1,9,4,6,13,5,6,8,1,1,4,3,9,2,1,5,2,2,5,3,6,13,19,9
1,2,3,5,1,1,4,6,7,3,6,8,1,1,4,3,9,2,1,5,3,1,4,3,3,6,12,31
6,1,2,5,3,11,2,6,8,3,6,1,1,1,4,3,9,3,3,3,1,1,2,3,6,2,15,56
5,2,2,5,3,15,4,6,8,3,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,1,17,56
1,5,2,5,2,6,4,4,7,7,6,3,1,1,1,3,3,1,1,3,3,1,4,3,4,4,21,13
4,5,2,7,5,4,2,4,8,3,6,8,1,1,4,3,9,2,1,3,1,2,2,3,6,11,13,1
5,2,2,5,2,13,4,6,3,5,6,2,1,1,4,3,9,2,1,4,1,2,5,3,6,4,14,31
3,2,2,5,5,10,4,6,7,3,6,2,1,1,4,3,9,1,1,3,1,2,1,3,6,12,17,24
3,5,1,6,5,5,4,3,7,3,6,2,1,1,1,3,9,1,1,3,1,2,1,2,6,1,3,11
3,1,2,5,4,6,4,6,3,1,7,2,1,1,4,3,3,2,1,3,2,2,5,3,6,6,17,36
1,2,2,5,2,1,4,6,10,7,6,8,1,4,4,5,9,2,2,2,4,3,6,4,6,1,10,51
6,2,2,2,3,8,4,6,7,5,6,2,1,4,1,9,9,3,1,3,4,3,6,4,6,2,19,21
1,3,2,5,2,11,4,1,6,5,6,4,1,1,4,3,9,2,1,3,1,2,1,3,6,12,7,59
5,1,2,5,2,1,4,6,8,2,6,2,1,4,1,3,9,4,2,3,2,1,3,3,6,1,22,26
6,2,2,2,1,5,4,1,8,3,6,8,1,1,4,3,9,2,1,3,1,2,2,2,6,2,13,31
